Date,Close,High,Low,Open,Volume,Return,Log_Return,Vol_30d,Vol_90d
2020-08-11,13.48900032043457,14.543000221252441,13.479000091552734,14.199000358581543,3339000,,,,
2020-08-12,13.704000473022461,14.074999809265137,13.501999855041504,13.501999855041504,1807000,0.015938924121914777,0.01581323329613455,,
2020-08-13,13.699999809265137,13.9350004196167,13.6850004196167,13.847999572753906,752000,-0.0002919340060736353,-0.00029197662710080634,,
2020-08-14,14.663000106811523,14.675000190734863,13.75,13.76200008392334,2857000,0.07029199350025706,0.06793150236754085,,
2020-08-17,14.383999824523926,15.170000076293945,14.184000015258789,14.800999641418457,2295000,-0.01902750325685343,-0.01921085574949615,,
2020-08-18,14.314000129699707,14.597999572753906,14.175000190734863,14.444000244140625,1218000,-0.004866497196758357,-0.00487837715242664,,
2020-08-19,14.166999816894531,14.33899974822998,13.972000122070312,14.33899974822998,1560000,-0.010269687821237938,-0.010322784905018308,,
2020-08-20,14.413999557495117,14.505999565124512,14.175000190734863,14.175000190734863,1007000,0.01743486580031095,0.017284622330163958,,
2020-08-21,14.508000373840332,14.592000007629395,14.354000091552734,14.4399995803833,735000,0.00652149432711302,0.006500321385940679,,
2020-08-24,14.857999801635742,14.928000450134277,14.53600025177002,14.649999618530273,880000,0.024124580836550003,0.0238381801904134,,
2020-08-25,14.696000099182129,15.029000282287598,14.654999732971191,14.869999885559082,1165000,-0.010903197241648788,-0.01096307271719964,,
2020-08-26,14.605999946594238,14.895999908447266,14.576000213623047,14.868000030517578,820000,-0.006124125747175246,-0.006142955120252821,,
2020-08-27,14.652000427246094,14.76200008392334,14.413999557495117,14.732999801635742,761000,0.003149423580723898,0.0031444745346508327,,
2020-08-28,14.689000129699707,15.045999526977539,14.668000221252441,14.74899959564209,839000,0.002525232144056533,0.0025220491028516935,,
2020-08-31,14.444000244140625,14.795999526977539,14.39900016784668,14.72599983215332,803000,-0.016679139723316916,-0.016819802861219816,,
2020-09-01,14.881999969482422,14.90999984741211,14.50100040435791,14.50100040435791,863000,0.030323990441600612,0.029873306606658108,,
2020-09-02,15.0,15.123000144958496,14.77400016784668,14.845999717712402,1005000,0.007929043862354046,0.007897774177777433,,
2020-09-03,14.428000450134277,14.875,14.390999794006348,14.875,790000,-0.03813330332438147,-0.0388794068622572,,
2020-09-04,14.218999862670898,14.440999984741211,13.689000129699707,14.440999984741211,1248000,-0.014485762471779906,-0.01459170548385609,,
2020-09-08,13.881999969482422,14.3149995803833,13.881999969482422,14.060999870300293,884000,-0.023700674902825014,-0.023986054037060767,,
2020-09-09,14.114999771118164,14.234999656677246,13.899999618530273,13.982999801635742,1407000,0.016784310772796296,0.01664501077091275,,
2020-09-10,13.972000122070312,14.309000015258789,13.944000244140625,14.17199993133545,1487000,-0.010131041542094432,-0.01018270980858163,,
2020-09-11,14.11299991607666,14.140999794006348,13.883999824523926,14.086999893188477,1164000,0.010091596963531568,0.010041016803975487,,
2020-09-14,14.26200008392334,14.303999900817871,14.020999908447266,14.163000106811523,694000,0.010557653846291704,0.010502311005171261,,
2020-09-15,15.574999809265137,15.598999977111816,14.380999565124512,14.5,2621000,0.09206280448854143,0.0880683889367838,,
2020-09-16,17.489999771118164,17.6560001373291,15.774999618530273,15.894000053405762,4596000,0.12295345009980974,0.11596222351677297,,
2020-09-17,16.361000061035156,17.34000015258789,16.259000778198242,17.34000015258789,1797000,-0.06455115636692943,-0.06672881821260389,,
2020-09-18,15.958999633789062,16.617000579833984,15.744000434875488,16.552000045776367,3470000,-0.024570651289433476,-0.024877547261402986,,
2020-09-21,15.215999603271484,15.770000457763672,14.920999526977539,15.770000457763672,1597000,-0.0465568047852114,-0.0476754307401445,,
2020-09-22,15.425000190734863,15.46500015258789,14.939000129699707,15.336999893188477,897000,0.013735580501621714,0.01364210242683936,,
2020-09-23,14.82800006866455,15.47700023651123,14.810999870300293,15.380000114440918,1117000,-0.03870341100085728,-0.039472292237537024,0.6087459268553425,
